session_id,session_type,speaker,input_text,emotion,conflict_type,response_type,privacy_level,ai_response,input_output
BM04828,personal,wife,I'm finding out after the fact too often. I feel small. I want hope here.,hurt,trust issue,validation,personal,Name the impact clearly without accusing motive.,Input: I'm finding out after the fact too often. I feel small. I want hope here. || Output: Name the impact clearly without accusing motive.
BM04829,personal,wife,I'm finding out after the fact too often. I feel small. Can we rebuild this?,hurt,trust issue,validation,personal,Request a standing agenda slot for joint decisions monthly.,Input: I'm finding out after the fact too often. I feel small. Can we rebuild this? || Output: Request a standing agenda slot for joint decisions monthly.
BM04830,personal,wife,I'm finding out after the fact too often. I feel small. I believe we can do better.,hurt,trust issue,validation,personal,Ask what information you need to feel included.,Input: I'm finding out after the fact too often. I feel small. I believe we can do better. || Output: Ask what information you need to feel included.
BM04831,personal,wife,I'm finding out after the fact too often. I want partnership.,hurt,trust issue,validation,personal,Propose a simple rule: no big spends without a ten-minute chat.,Input: I'm finding out after the fact too often. I want partnership. || Output: Propose a simple rule: no big spends without a ten-minute chat.
BM04832,personal,wife,I'm finding out after the fact too often. I want partnership. Can we fix this?,hurt,trust issue,validation,personal,Validate their competence while asking for collaboration.,Input: I'm finding out after the fact too often. I want partnership. Can we fix this? || Output: Validate their competence while asking for collaboration.
BM04833,personal,wife,I'm finding out after the fact too often. I want partnership. What should I say?,hurt,trust issue,validation,personal,"If safety is the issue, clarify what would increase trust.","Input: I'm finding out after the fact too often. I want partnership. What should I say? || Output: If safety is the issue, clarify what would increase trust."
BM04834,personal,wife,I'm finding out after the fact too often. I want partnership. How do I bring it up calmly?,hurt,trust issue,validation,personal,Use a shared calendar and decision log to reduce surprises.,Input: I'm finding out after the fact too often. I want partnership. How do I bring it up calmly? || Output: Use a shared calendar and decision log to reduce surprises.
BM04835,personal,wife,I'm finding out after the fact too often. I want partnership. I don't want a fight.,hurt,trust issue,validation,personal,Seek couples counseling if secrecy or control patterns persist.,Input: I'm finding out after the fact too often. I want partnership. I don't want a fight. || Output: Seek couples counseling if secrecy or control patterns persist.
BM04836,personal,wife,I'm finding out after the fact too often. I want partnership. I need a script.,hurt,trust issue,validation,personal,"Ask for a repair conversation focused on process, not blame.","Input: I'm finding out after the fact too often. I want partnership. I need a script. || Output: Ask for a repair conversation focused on process, not blame."
BM04837,personal,wife,I'm finding out after the fact too often. I want partnership. Where do we start?,hurt,trust issue,validation,personal,Celebrate when they loop you in; reinforcement helps habits.,Input: I'm finding out after the fact too often. I want partnership. Where do we start? || Output: Celebrate when they loop you in; reinforcement helps habits.
BM04838,personal,wife,I'm finding out after the fact too often. I want partnership. I want hope here.,hurt,trust issue,validation,personal,Be specific: I want to co-decide on X and Y.,Input: I'm finding out after the fact too often. I want partnership. I want hope here. || Output: Be specific: I want to co-decide on X and Y.
BM04839,personal,wife,I'm finding out after the fact too often. I want partnership. Can we rebuild this?,hurt,trust issue,validation,personal,Listen for their fears about slowing decisions down.,Input: I'm finding out after the fact too often. I want partnership. Can we rebuild this? || Output: Listen for their fears about slowing decisions down.
BM04840,personal,wife,I'm finding out after the fact too often. I want partnership. I believe we can do better.,hurt,trust issue,validation,personal,End with one trial week of a new check-in habit.,Input: I'm finding out after the fact too often. I want partnership. I believe we can do better. || Output: End with one trial week of a new check-in habit.
BM04841,personal,wife,I'm finding out after the fact too often. I'm losing trust.,hurt,trust issue,validation,personal,Feeling excluded is valid. Explain why shared decisions matter to you.,Input: I'm finding out after the fact too often. I'm losing trust. || Output: Feeling excluded is valid. Explain why shared decisions matter to you.
BM04842,personal,wife,I'm finding out after the fact too often. I'm losing trust. Can we fix this?,hurt,trust issue,validation,personal,Your concern is understandable. Ask for regular check-ins on decisions.,Input: I'm finding out after the fact too often. I'm losing trust. Can we fix this? || Output: Your concern is understandable. Ask for regular check-ins on decisions.
BM04843,personal,wife,I'm finding out after the fact too often. I'm losing trust. What should I say?,hurt,trust issue,validation,personal,Name the impact clearly without accusing motive.,Input: I'm finding out after the fact too often. I'm losing trust. What should I say? || Output: Name the impact clearly without accusing motive.
BM04844,personal,wife,I'm finding out after the fact too often. I'm losing trust. How do I bring it up calmly?,hurt,trust issue,validation,personal,Request a standing agenda slot for joint decisions monthly.,Input: I'm finding out after the fact too often. I'm losing trust. How do I bring it up calmly? || Output: Request a standing agenda slot for joint decisions monthly.
BM04845,personal,wife,I'm finding out after the fact too often. I'm losing trust. I don't want a fight.,hurt,trust issue,validation,personal,Ask what information you need to feel included.,Input: I'm finding out after the fact too often. I'm losing trust. I don't want a fight. || Output: Ask what information you need to feel included.
BM04846,personal,wife,I'm finding out after the fact too often. I'm losing trust. I need a script.,hurt,trust issue,validation,personal,Propose a simple rule: no big spends without a ten-minute chat.,Input: I'm finding out after the fact too often. I'm losing trust. I need a script. || Output: Propose a simple rule: no big spends without a ten-minute chat.
