session_id,session_type,speaker,input_text,emotion,conflict_type,response_type,privacy_level,ai_response,input_output
BM00639,personal,wife,Arguments make me anxious.,anxiety,anger escalation,calming strategy,personal,Ask for a break if the tone escalates.,Input: Arguments make me anxious. || Output: Ask for a break if the tone escalates.
BM00640,couple,both,We will listen without interrupting.,calm,argument control,action plan,shared,"Keep the rule simple: one speaks, one listens, then summarize.","Input: We will listen without interrupting. || Output: Keep the rule simple: one speaks, one listens, then summarize."
BM00641,personal,husband,I feel she does not listen when I try to explain.,sadness,communication gap,empathy,personal,Feeling ignored can hurt. Ask for a calm moment and state one specific need.,Input: I feel she does not listen when I try to explain. || Output: Feeling ignored can hurt. Ask for a calm moment and state one specific need.
BM00642,personal,wife,He gets defensive and I stop sharing.,frustration,defensive behavior,reflection,personal,This pattern suggests tension. Try choosing a calmer time to talk.,Input: He gets defensive and I stop sharing. || Output: This pattern suggests tension. Try choosing a calmer time to talk.
BM00643,couple,both,We keep arguing about the same issue.,frustration,recurring conflict,de-escalation,shared,This seems repeated. Focus on one issue and avoid past topics for now.,Input: We keep arguing about the same issue. || Output: This seems repeated. Focus on one issue and avoid past topics for now.
BM00644,personal,husband,Work stress made me speak harshly.,guilt,stress spillover,accountability coaching,personal,"Acknowledge the tone, apologize, and commit to a calmer response next time.","Input: Work stress made me speak harshly. || Output: Acknowledge the tone, apologize, and commit to a calmer response next time."
BM00645,personal,wife,I feel excluded from important decisions.,hurt,trust issue,validation,personal,Your concern is understandable. Ask for regular check-ins on decisions.,Input: I feel excluded from important decisions. || Output: Your concern is understandable. Ask for regular check-ins on decisions.
BM00646,couple,both,We want to communicate better.,hope,none,positive reinforcement,shared,Build on this by checking in regularly and keeping respect.,Input: We want to communicate better. || Output: Build on this by checking in regularly and keeping respect.
BM00647,personal,husband,I miss how we used to talk calmly.,nostalgia,relationship distance,bonding suggestion,personal,Share a positive memory to reopen safe communication.,Input: I miss how we used to talk calmly. || Output: Share a positive memory to reopen safe communication.
BM00648,couple,both,One of us dominates the conversation.,frustration,communication imbalance,pattern reflection,shared,Balance speaking time and reflect what you heard before replying.,Input: One of us dominates the conversation. || Output: Balance speaking time and reflect what you heard before replying.
BM00649,personal,wife,Arguments make me anxious.,anxiety,anger escalation,calming strategy,personal,Ask for a break if the tone escalates.,Input: Arguments make me anxious. || Output: Ask for a break if the tone escalates.
BM00650,couple,both,We will listen without interrupting.,calm,argument control,action plan,shared,"Use a small, clear plan and follow it consistently.","Input: We will listen without interrupting. || Output: Use a small, clear plan and follow it consistently."
BM00651,personal,husband,I feel she does not listen when I try to explain.,sadness,communication gap,empathy,personal,Feeling ignored can hurt. Ask for a calm moment and state one specific need.,Input: I feel she does not listen when I try to explain. || Output: Feeling ignored can hurt. Ask for a calm moment and state one specific need.
BM00652,personal,wife,He gets defensive and I stop sharing.,frustration,defensive behavior,reflection,personal,You are noticing a pattern that blocks sharing. Pause and reset the tone before continuing.,Input: He gets defensive and I stop sharing. || Output: You are noticing a pattern that blocks sharing. Pause and reset the tone before continuing.
BM00653,couple,both,We keep arguing about the same issue.,frustration,recurring conflict,de-escalation,shared,Slow the discussion and let each person speak fully before responding.,Input: We keep arguing about the same issue. || Output: Slow the discussion and let each person speak fully before responding.
BM00654,personal,husband,Work stress made me speak harshly.,guilt,stress spillover,accountability coaching,personal,Recognize your part and plan how to manage stress before conversations.,Input: Work stress made me speak harshly. || Output: Recognize your part and plan how to manage stress before conversations.
BM00655,personal,wife,I feel excluded from important decisions.,hurt,trust issue,validation,personal,Your concern is understandable. Ask for regular check-ins on decisions.,Input: I feel excluded from important decisions. || Output: Your concern is understandable. Ask for regular check-ins on decisions.
BM00656,couple,both,We want to communicate better.,hope,none,positive reinforcement,shared,Great goal. Practice active listening and end with one action step.,Input: We want to communicate better. || Output: Great goal. Practice active listening and end with one action step.
BM00657,personal,husband,I miss how we used to talk calmly.,nostalgia,relationship distance,bonding suggestion,personal,Plan a calm activity together to rebuild connection.,Input: I miss how we used to talk calmly. || Output: Plan a calm activity together to rebuild connection.
BM00658,couple,both,One of us dominates the conversation.,frustration,communication imbalance,pattern reflection,shared,Balance speaking time and reflect what you heard before replying.,Input: One of us dominates the conversation. || Output: Balance speaking time and reflect what you heard before replying.
BM00659,personal,wife,Arguments make me anxious.,anxiety,anger escalation,calming strategy,personal,Ask for a break if the tone escalates.,Input: Arguments make me anxious. || Output: Ask for a break if the tone escalates.
